class	count	class;label	percentage
Q214339	3	'role'@en	0.0%
Q214183	3	'secret police'@en	0.0%
Q213924	3	'codex'@en	0.0%
Q212458	3	'Belarus in the Eurovision Song Contest'@en	0.0%
Q211503	3	'clan'@en	0.0%
Q21092339	3	'mathematical symbol'@en	0.0%
Q21073024	3	'flammable solid'@en	0.0%
Q20857065	3	'United States federal agency'@en	0.0%
Q2083910	3	'vegetation zone'@en	0.0%
Q20825628	3	'GNU package'@en	0.0%
Q207645	3	'military tactics'@en	0.0%
Q207320	3	'paramilitary'@en	0.0%
Q2061246	3	'music library'@en	0.0%
Q205555	3	'feeling'@en	0.0%
Q204577	3	'schooner'@en	0.0%
Q20437094	3	'installation artwork'@en	0.0%
Q201662	3	'alter ego'@en	0.0%
Q20127274	3	'certain aspects of a person\'s life'@en	0.0%
Q20088085	3	'dictionary page in Wikipedia'@en	0.0%
Q20087698	3	'comic genre'@en	0.0%
Q20011319	3	'plant structure'@en	0.0%
Q19967801	3	'online service'@en	0.0%
Q1993334	3	'interpreted language'@en	0.0%
Q19832242	3	'singing duo'@en	0.0%
Q1968403	3	'post town'@en	0.0%
Q1966910	3	'national academy'@en	0.0%
Q19610271	3	'literary term'@en	0.0%
Q1955150	3	'musical instrument maker'@en	0.0%
Q1938208	3	'legal institution'@en	0.0%
Q193395	3	'recording medium'@en	0.0%
Q19314966	3	'theatre comedy group'@en	0.0%
Q19307174	3	'digital distribution platform'@en	0.0%
Q192287	3	'subdivisions of Russia'@en	0.0%
Q190900	3	'centered square number'@en	0.0%
Q190890	3	'centered triangular number'@en	0.0%
Q190	3	'God'@en	0.0%
Q18972245	3	'male family name'@en	0.0%
Q188725	3	'ligature'@en	0.0%
Q18812548	3	'campaign'@en	0.0%
Q18811582	3	'fraternity'@en	0.0%
Q18511725	3	'market town'@en	0.0%
Q184973	3	'internet radio'@en	0.0%
Q183484	3	'graphics processing unit'@en	0.0%
Q183366	3	'territory'@en	0.0%
Q183342	3	'federal city of Russia'@en	0.0%
Q18225059	3	'Italian theater'@en	0.0%
Q182133	3	'syllabary'@en	0.0%
Q18105680	3	'Cirque du Soleil show'@en	0.0%
Q18089617	3	'clay animation film'@en	0.0%
Q1797194	3	'arts district'@en	0.0%
Q179700	3	'statue'@en	0.0%
Q1792374	3	'aerobatic team'@en	0.0%
Q1792372	3	'character'@en	0.0%
Q179049	3	'nature reserve'@en	0.0%
Q17851193	3	'opera cycle'@en	0.0%
Q1780389	3	'special municipality association of Germany'@en	0.0%
Q1778821	3	'cuisine'@en	0.0%
Q17781690	3	'anatomical region'@en	0.0%
Q1777205	3	'Jewish prayer'@en	0.0%
Q177691	3	'grammatical tense'@en	0.0%
Q17624054	3	'fictional deity'@en	0.0%
Q1752939	3	'independent agency of the United States government'@en	0.0%
Q1751626	3	'theatre festival'@en	0.0%
Q17351671	3	'work based on The Smurfs'@en	0.0%
Q173253	3	'sense'@en	0.0%
Q17232649	3	'news website'@en	0.0%
Q17149090	3	'armed organization'@en	0.0%
Q170406	3	'rhythm'@en	0.0%
Q170156	3	'confederation'@en	0.0%
Q170087	3	'folk high school'@en	0.0%
Q16895642	3	'philosophical school'@en	0.0%
Q16874643	3	'legal term'@en	0.0%
Q16861376	3	'military casualty classification'@en	0.0%
Q16858648	3	'centered pentachoric number'@en	0.0%
Q16782623	3	'English unit of measurement'@en	0.0%
Q167772	3	'digital container format'@en	0.0%
Q16639010	3	'hand gesture'@en	0.0%
Q16553805	3	'crosses in heraldry'@en	0.0%
Q16521098	3	'Norse mythical object'@en	0.0%
Q164950	3	'dynasty'@en	0.0%
Q1643932	3	'tabletop role-playing game'@en	0.0%
Q1639634	3	'Local Government Area in Nigeria'@en	0.0%
Q16335899	3	'watercraft type'@en	0.0%
Q1631129	3	'hotel chain'@en	0.0%
Q161387	3	'kibbutz'@en	0.0%
Q16124843	3	'Municipalities of Libya'@en	0.0%
Q161179	3	'pigment'@en	0.0%
Q15989253	3	'part'@en	0.0%
Q15961983	3	'radio genre'@en	0.0%
Q159535	3	'conspiracy theory'@en	0.0%
Q1589528	3	'centered octagonal number'@en	0.0%
Q15731648	3	'fictional food'@en	0.0%
Q15702752	3	'fictional species of animal'@en	0.0%
Q15647906	3	'city of Portugal'@en	0.0%
Q15642541	3	'human-geographic territorial entity'@en	0.0%
Q156351	3	'cliché'@en	0.0%
Q15634554	3	'state with limited recognition'@en	0.0%
Q15630849	3	'village of Bulgaria'@en	0.0%
Q15627509	3	'military organization'@en	0.0%
Q154365	3	'underworld'@en	0.0%
Q1530705	3	'village development committee of Nepal'@en	0.0%
Q15265344	3	'broadcaster'@en	0.0%
Q15220419	3	'word game'@en	0.0%
Q15177520	3	'literary topos'@en	0.0%
Q15149663	3	'state of Mexico'@en	0.0%
Q1497364	3	'building complex'@en	0.0%
Q149621	3	'district'@en	0.0%
Q14897293	3	'fictional entity'@en	0.0%
Q1484397	3	'talent show'@en	0.0%
Q14839548	3	'minor locality in Sweden'@en	0.0%
Q14831768	3	'mutate'@en	0.0%
Q147538	3	'soft drink'@en	0.0%
Q14752696	3	'ancient Roman structure'@en	0.0%
Q14623351	3	'radio series'@en	0.0%
Q1439691	3	'photographic technique'@en	0.0%
Q14390354	3	'centered octahedral number'@en	0.0%
Q1433061	3	'Internet exchange point'@en	0.0%
Q1411242	3	'vice'@en	0.0%
Q1407245	3	'entertainment television show'@en	0.0%
Q1403502	3	'pentatope number'@en	0.0%
Q138796	3	'resistance movement'@en	0.0%
Q1387659	3	'school of thought'@en	0.0%
Q1387388	3	'mythical hybrid'@en	0.0%
Q13823786	3	'icosahedral number'@en	0.0%
Q1368898	3	'game of skill'@en	0.0%
Q13582682	3	'classification'@en	0.0%
Q134830	3	'prefix'@en	0.0%
Q13393265	3	'basketball team'@en	0.0%
Q133492	3	'letter'@en	0.0%
Q133215	3	'casino'@en	0.0%
Q1326966	3	'honorific'@en	0.0%
Q132364	3	'communication protocol'@en	0.0%
Q1322005	3	'natural phenomenon'@en	0.0%
Q1318941	3	'stage race'@en	0.0%
Q131841	3	'idea'@en	0.0%
Q131714	3	'archetype'@en	0.0%
Q131681	3	'reservoir'@en	0.0%
Q131647	3	'medal'@en	0.0%
Q13107770	3	'archipelagic state'@en	0.0%
Q13027888	3	'baseball team'@en	0.0%
Q129264	3	'phantom island'@en	0.0%
Q1289426	3	'county of China'@en	0.0%
Q12786684	3	'Cantor number'@en	0.0%
Q127843	3	'pen name'@en	0.0%
Q1266818	3	'independent city'@en	0.0%
Q12570	3	'suspension bridge'@en	0.0%
Q1254933	3	'astronomical observatory'@en	0.0%
Q124757	3	'riot'@en	0.0%
Q12404340	3	'biblical place'@en	0.0%
Q12340140	3	'weekly magazine'@en	0.0%
Q1229071	3	'motif'@en	0.0%
Q12160552	3	'theonym'@en	0.0%
Q12143	3	'time zone'@en	0.0%
Q12139612	3	'list'@en	0.0%
Q1208802	3	'direct-controlled municipality'@en	0.0%
Q1188223	3	'dance hall'@en	0.0%
Q117850	3	'doctrine'@en	0.0%
Q11780435	3	'monthly magazine'@en	0.0%
Q11696608	3	'aspect of music'@en	0.0%
Q11691	3	'stock exchange'@en	0.0%
Q11690026	3	'chansonnier'@en	0.0%
Q11666901	3	'nominal kinship'@en	0.0%
Q11606	3	'magic number'@en	0.0%
Q1151733	3	'baseball position'@en	0.0%
Q11499334	3	'religious doctrine'@en	0.0%
Q1147354	3	'sequence'@en	0.0%
Q11432	3	'gas'@en	0.0%
Q11426	3	'metal'@en	0.0%
Q11424100	3	'status'@en	0.0%
Q11416	3	'gambling'@en	0.0%
Q1136601	3	'unitary authority area in England'@en	0.0%
Q1127126	3	'military alliance'@en	0.0%
Q1126006	3	'public broadcaster'@en	0.0%
Q111425780	3	'Concert tour of Florence and the Machine'@en	0.0%
Q1107656	3	'garden'@en	0.0%
Q110436128	3	'zoo animal'@en	0.0%
Q110403031	3	'knowledge type'@en	0.0%
Q110401282	3	'type of world view'@en	0.0%
Q1103699	3	'Fibonacci prime'@en	0.0%
Q109682310	3	'narrative role'@en	0.0%
Q109659781	3	'music production technique'@en	0.0%
Q108462987	3	'informal legal terminology'@en	0.0%
Q108424578	3	'Idol group'@en	0.0%
Q1084	3	'noun'@en	0.0%
Q108329096	3	'art genre by arts form'@en	0.0%
Q108225947	3	'audio track attribute'@en	0.0%
Q1081248	3	'dodecagonal number'@en	0.0%
Q107467117	3	'type of award'@en	0.0%
Q107425	3	'landscape'@en	0.0%
Q10742	3	'autonomous community of Spain'@en	0.0%
Q106393147	3	'television opera'@en	0.0%
Q106368691	3	'minstrel troupe'@en	0.0%
Q1062404	3	'artist\'s book'@en	0.0%
Q10617810	3	'punctuation mark'@en	0.0%
Q1061197	3	'radio network'@en	0.0%
Q1061151	3	'massif'@en	0.0%
Q106043376	3	'music release type'@en	0.0%
Q105690751	3	'Wikimedia list of musical works by musical form (P7937)'@en	0.0%
Q105593003	3	'performing arts award'@en	0.0%
Q1049757	3	'multi-purpose stadium'@en	0.0%
Q1048314	3	'human hair color'@en	0.0%
Q104640199	3	'original anime'@en	0.0%
Q104117291	3	'region of Spain'@en	0.0%
Q1040689	3	'synonym'@en	0.0%
Q103907369	3	'biogenic substance type'@en	0.0%
Q103495	3	'world war'@en	0.0%
Q10338607	3	'Mersenne number'@en	0.0%
Q1021711	3	'seaside resort'@en	0.0%
Q100906234	3	'multinational military coalition'@en	0.0%
Q996839	2	'fraternal organization'@en	0.0%
Q995347	2	'Christian movement'@en	0.0%
Q98961713	2	'extinct taxon'@en	0.0%
Q98456412	2	'school accreditor'@en	0.0%
Q98449544	2	'suburban community in the United States'@en	0.0%
Q978	2	'meme'@en	0.0%
Q967999	2	'heptagonal number'@en	0.0%
Q967098	2	'grammar school'@en	0.0%
Q96474685	2	'award for best original music'@en	0.0%
Q96273743	2	'type of test'@en	0.0%
Q951293	2	'Woodall number'@en	0.0%
Q949616	2	'telephone prefix'@en	0.0%
Q943929	2	'traditional folk song'@en	0.0%
Q943260	2	'foreign policy doctrine'@en	0.0%
Q9418	2	'psychology'@en	0.0%
Q940462	2	'music hall'@en	0.0%
Q940343	2	'centered heptagonal number'@en	0.0%
Q933870	2	'torture instrument'@en	0.0%
Q93249	2	'antivirus software'@en	0.0%
Q930680	2	'Premio Lo Nuestro'@en	0.0%
Q9262	2	'asterism'@en	0.0%
Q917146	2	'moshav'@en	0.0%
Q910252	2	'United States federal executive department'@en	0.0%
Q907492	2	'clapping game'@en	0.0%
Q907116	2	'National monument of Spain'@en	0.0%
Q902638	2	'excipient'@en	0.0%
Q901597	2	'public holidays in Canada'@en	0.0%
Q898987	2	'separation process'@en	0.0%
Q898675	2	'Eisenstein prime'@en	0.0%
Q891854	2	'bomb attack'@en	0.0%
Q88865447	2	'undifferentiated kana surname'@en	0.0%
Q88552181	2	'anthropomorphic dog'@en	0.0%
Q88205	2	'castrum'@en	0.0%
Q88173204	2	'flag day in Finland'@en	0.0%
Q878099	2	'Greek primordial deity'@en	0.0%
Q876459	2	'equine coat color'@en	0.0%
Q874405	2	'social group'@en	0.0%
Q873000	2	'canzone'@en	0.0%
Q872181	2	'scouting'@en	0.0%
Q87075524	2	'health risk'@en	0.0%
Q86860	2	'Bible translation'@en	0.0%
Q866196	2	'episcopal see'@en	0.0%
Q859563	2	'secular state'@en	0.0%
Q857351	2	'International Chopin Piano Competition'@en	0.0%
Q856584	2	'library building'@en	0.0%
Q849778	2	'radical'@en	0.0%
Q84752530	2	'eighth power'@en	0.0%
Q847027	2	'grande école'@en	0.0%
Q846662	2	'game show'@en	0.0%
Q845620	2	'mobile browser'@en	0.0%
Q8432	2	'civilization'@en	0.0%
Q8424	2	'aerodynamics'@en	0.0%
Q842345	2	'Swords (tarot)'@en	0.0%
Q842112	2	'socialist state'@en	0.0%
Q841654	2	'competition'@en	0.0%
Q841154	2	'plot device'@en	0.0%
Q840676	2	'fourth power'@en	0.0%
Q840396	2	'ideal'@en	0.0%
Q839470	2	'sacred language'@en	0.0%
Q83856136	2	'legal position'@en	0.0%
Q838296	2	'international auxiliary language'@en	0.0%
Q8366	2	'algorithm'@en	0.0%
Q83365347	2	'definitely endangered language'@en	0.0%
Q83178864	2	'microphone model'@en	0.0%
Q831698	2	'drum machine'@en	0.0%
Q83057	2	'region of Belgium'@en	0.0%
Q82673	2	'conservation status'@en	0.0%
Q82550	2	'buzzword'@en	0.0%
Q822146	2	'lyricist'@en	0.0%
Q821435	2	'borough of Berlin'@en	0.0%
Q820254	2	'mining community'@en	0.0%
Q81752537	2	'professorship'@en	0.0%
Q816829	2	'periodization'@en	0.0%
Q815823	2	'business model'@en	0.0%
Q81391454	2	'theatre by country or region'@en	0.0%
Q81163	2	'polymer'@en	0.0%
Q811165	2	'architectural heritage monument'@en	0.0%
Q8091	2	'grammar'@en	0.0%
Q80793969	2	'ranked list'@en	0.0%
Q806824	2	'bank robbery'@en	0.0%
Q8024923	2	'wine color'@en	0.0%
Q8016240	2	'trial'@en	0.0%
Q79782	2	'motion'@en	0.0%
Q78987	2	'electric guitar'@en	0.0%
Q785653	2	'Jungian archetype'@en	0.0%
Q7840353	2	'federally recognized Native American tribe in the United States'@en	0.0%
Q7819319	2	'Czech municipality with expanded powers'@en	0.0%
Q781549	2	'megachurch'@en	0.0%
Q7814330	2	'toll bridge'@en	0.0%
Q7777570	2	'theatrical production'@en	0.0%
Q777120	2	'borough of Pennsylvania'@en	0.0%
Q775842	2	'desire'@en	0.0%
Q773944	2	'fandom'@en	0.0%
Q773668	2	'open-access journal'@en	0.0%
Q77080538	2	'video game term'@en	0.0%
Q7631958	2	'subregion'@en	0.0%
Q762548	2	'chocolaterie'@en	0.0%
Q76212517	2	'café chain'@en	0.0%
Q7578130	2	'Spiritual philosophy'@en	0.0%
Q756820	2	'cult'@en	0.0%
Q754897	2	'epoch'@en	0.0%
Q754831	2	'palindromic number'@en	0.0%
Q748289	2	'tribute'@en	0.0%
Q748198	2	'gay village'@en	0.0%
Q748149	2	'prefecture-level city'@en	0.0%
Q747957	2	'stack'@en	0.0%
Q747883	2	'physical activity'@en	0.0%
Q747381	2	'light novel'@en	0.0%
Q74359	2	'Hobbit'@en	0.0%
Q7406919	2	'service'@en	0.0%
Q740326	2	'water park'@en	0.0%
Q738570	2	'central business district'@en	0.0%
Q738377	2	'student newspaper'@en	0.0%
Q7362268	2	'Roman amphitheatre'@en	0.0%
Q73364223	2	'society journal'@en	0.0%
Q732717	2	'law enforcement agency'@en	0.0%
Q732577	2	'publication'@en	0.0%
Q7315176	2	'research program'@en	0.0%
Q7315155	2	'research center'@en	0.0%
Q7256338	2	'psychoanalytic theory'@en	0.0%
Q7239036	2	'prayer in the New Testament'@en	0.0%
Q723570	2	'Turkey in the Eurovision Song Contest'@en	0.0%
Q719645	2	'CD single'@en	0.0%
Q7189713	2	'physiological condition'@en	0.0%
Q716676	2	'class of computers'@en	0.0%
Q713623	2	'clade'@en	0.0%
Q71266741	2	'smartphone model series'@en	0.0%
Q712378	2	'organ'@en	0.0%
Q7075402	2	'obscene gesture'@en	0.0%
Q69920471	2	'bandy team'@en	0.0%
Q6979593	2	'national association football team'@en	0.0%
Q694324	2	'misdemeanor'@en	0.0%
Q6942562	2	'musical performance'@en	0.0%
Q6942441	2	'music television'@en	0.0%
Q6934877	2	'multiple-use name'@en	0.0%
Q6912675	2	'Mormon literature'@en	0.0%
Q690840	2	'district of Ethiopia'@en	0.0%
Q690109	2	'branch of service'@en	0.0%
Q685935	2	'trade magazine'@en	0.0%
Q685309	2	'former municipality of Switzerland'@en	0.0%
Q683111	2	'visual programming language'@en	0.0%
Q682626	2	'audio file format'@en	0.0%
Q679989	2	'complex'@en	0.0%
Q679692	2	'biopharmaceutical'@en	0.0%
Q67776928	2	'folk song collection'@en	0.0%
Q676050	2	'old town'@en	0.0%
Q673218	2	'fashion doll'@en	0.0%
Q67187625	2	'Wikimedia list of persons by nationality (P27) and occupation (P166)'@en	0.0%
Q67131048	2	'online lyrics database'@en	0.0%
Q66745531	2	'language subsystem'@en	0.0%
Q66739921	2	'chess term'@en	0.0%
Q665247	2	'hypogeum'@en	0.0%
Q66442954	2	'anthropomorphic rabbit or hare'@en	0.0%
Q66374263	2	'religion of an area'@en	0.0%
Q6619693	2	'fictional island'@en	0.0%
Q66108498	2	'Wonder of the Ancient World'@en	0.0%
Q6576792	2	'online community'@en	0.0%
Q65757353	2	'transformation'@en	0.0%
Q657449	2	'parade'@en	0.0%
Q6567237	2	'Christmas gift-bringer'@en	0.0%
Q655686	2	'commercial building'@en	0.0%
Q6545185	2	'unique identifier'@en	0.0%
Q65122124	2	'Buddhist deity'@en	0.0%
Q651118	2	'hypostasis'@en	0.0%
Q6498784	2	'mathematical expression'@en	0.0%
Q6489113	2	'large burgh'@en	0.0%
Q64689000	2	'testament'@en	0.0%
Q64601	2	'scorewriter'@en	0.0%
Q64581117	2	'booking agency'@en	0.0%
Q6439708	2	'Kryptonian'@en	0.0%
Q63982911	2	'type of museum'@en	0.0%
Q63975020	2	'musical theatre character'@en	0.0%
Q63959446	2	'fictional tower'@en	0.0%
Q638185	2	'sphenic number'@en	0.0%
Q6368	2	'web browser'@en	0.0%
Q63245279	2	'magnetic pole of Earth'@en	0.0%
Q63188683	2	'Christian religious occupation'@en	0.0%
Q62933848	2	'military unit branch-type class'@en	0.0%
Q6293	2	'photographic film'@en	0.0%
Q628455	2	'rite'@en	0.0%
Q628179	2	'trail'@en	0.0%
Q62447	2	'aerodrome'@en	0.0%
Q624025	2	'Sophie Germain prime'@en	0.0%
Q623605	2	'gristmill'@en	0.0%
Q622812	2	'talk show'@en	0.0%
Q621184	2	'problem'@en	0.0%
Q620749	2	'dogma'@en	0.0%
Q61996437	2	'sports technique'@en	0.0%
Q61915880	2	'obsolete medical term'@en	0.0%
Q61881575	2	'Swedish noble family'@en	0.0%
Q617945	2	'control character'@en	0.0%
Q615150	2	'land-grant university'@en	0.0%
Q61509	2	'travel'@en	0.0%
Q614101	2	'heptalogy'@en	0.0%
Q61297932	2	'neighborhood in Manhattan'@en	0.0%
Q61283808	2	'Star Trek film'@en	0.0%
Q612090	2	'Jewish surname'@en	0.0%
Q61002	2	'pseudonym'@en	0.0%
Q606977	2	'heptagonal pyramidal number'@en	0.0%
Q60673395	2	'vehicle part'@en	0.0%
Q604748	2	'responsory'@en	0.0%
Q60469796	2	'religious symbol'@en	0.0%
Q6046311	2	'interface standard'@en	0.0%
Q602446	2	'lyrics'@en	0.0%
Q59825918	2	'film theme'@en	0.0%
Q5978012	2	'Christian eschatological view'@en	0.0%
Q595523	2	'notion'@en	0.0%
Q59264914	2	'transport megaproject'@en	0.0%
Q5888666	2	'home rule municipality of Pennsylvania'@en	0.0%
Q58854080	2	'fan frenzy'@en	0.0%
Q58797186	2	'half-demon in a work of fiction'@en	0.0%
Q5852411	2	'state of Australia'@en	0.0%
Q58232557	2	'split single'@en	0.0%
Q582093	2	'antiphon'@en	0.0%
Q5773747	2	'historic house'@en	0.0%
Q576639	2	'essentially contested concept'@en	0.0%
Q5737899	2	'hereditary title'@en	0.0%
Q573573	2	'abstract strategy game'@en	0.0%
Q57318	2	'free imperial city'@en	0.0%
Q573	2	'day'@en	0.0%
Q5725005	2	'mechanical property of materials'@en	0.0%
Q56815734	2	'psychopathological syndrome'@en	0.0%
Q56599584	2	'promotional single'@en	0.0%
Q56561357	2	'fictional criminal organization'@en	0.0%
Q5641611	2	'half-giant in a work of fiction'@en	0.0%
Q56256086	2	'group of chemical compounds'@en	0.0%
Q56242250	2	'Anglican or episcopal cathedral'@en	0.0%
Q56242215	2	'Catholic cathedral'@en	0.0%
Q56226913	2	'surname prefixed with Fitz'@en	0.0%
Q56195017	2	'circus building'@en	0.0%
Q56139	2	'Liquor'@en	0.0%
Q56043481	2	'metaphysical concept'@en	0.0%
Q55990535	2	'computer model'@en	0.0%
Q558330	2	'municipality of Cuba'@en	0.0%
Q55740544	2	'CGI character'@en	0.0%
Q555937	2	'tidal island'@en	0.0%
Q5551966	2	'phraseme'@en	0.0%
Q55491	2	'underground railway station'@en	0.0%
Q55485	2	'dead-end station'@en	0.0%
Q55448359	2	'strain of cannabis'@en	0.0%
Q55440238	2	'city in Alberta'@en	0.0%
Q55214844	2	'medical procedure type'@en	0.0%
Q55097243	2	'defunct organization'@en	0.0%
Q5503	2	'rapid transit'@en	0.0%
Q54935786	2	'medium district town'@en	0.0%
Q54934129	2	'African-American museum'@en	0.0%
Q5464477	2	'folk saint'@en	0.0%
Q546113	2	'public policy'@en	0.0%
Q54114	2	'boulevard'@en	0.0%
Q53665230	2	'cultural impact'@en	0.0%
Q5357459	2	'Electric Picnic'@en	0.0%
Q53536964	2	'royal palace'@en	0.0%
Q53062420	2	'nation in the Junior Eurovision Song Contest'@en	0.0%
Q5303685	2	'doxastic attitude'@en	0.0%
Q527395	2	'knot'@en	0.0%
Q5225895	2	'public limited company'@en	0.0%
Q521987	2	'Korean idol'@en	0.0%
Q52110228	2	'geopolitical group'@en	0.0%
Q519630	2	'South African township'@en	0.0%
Q518261	2	'cultural area'@en	0.0%
Q5174137	2	'cosmic entity'@en	0.0%
Q51632	2	'parable of Jesus'@en	0.0%
Q5116768	2	'church hall'@en	0.0%
Q51167626	2	'gay dance club'@en	0.0%
Q511355	2	'television studio'@en	0.0%
Q51049922	2	'village in Estonia'@en	0.0%
Q5100854	2	'Chinese orchestra'@en	0.0%
Q5098	2	'province of Indonesia'@en	0.0%
Q506883	2	'free and open-source software'@en	0.0%
Q506680	2	'endemic disease'@en	0.0%
Q504514	2	'accompaniment'@en	0.0%
Q50386450	2	'operatic character'@en	0.0%
Q503186	2	'yōkai'@en	0.0%
Q501390	2	'name calling'@en	0.0%
Q501174	2	'dayparting'@en	0.0%
Q4991371	2	'soldier'@en	0.0%
Q49848	2	'document'@en	0.0%
Q49703	2	'sacrament'@en	0.0%
Q4942158	2	'gymnastic element'@en	0.0%
Q49371	2	'legislation'@en	0.0%
Q490329	2	'dong of South Korea'@en	0.0%
Q488383	2	'object'@en	0.0%
Q48748864	2	'Corporation'@en	0.0%
Q483677	2	'pseudoscience'@en	0.0%
Q4833830	2	'preposition'@en	0.0%
Q483372	2	'paradox'@en	0.0%
Q483242	2	'laboratory'@en	0.0%
Q4818719	2	'attributes of God in Christianity'@en	0.0%
Q481289	2	'official residence'@en	0.0%
Q47928	2	'circus'@en	0.0%
Q4762337	2	'Angel of the Presence'@en	0.0%
Q47502370	2	'walk of fame'@en	0.0%
Q46622	2	'controlled-access highway'@en	0.0%
Q465613	2	'people\'s republic'@en	0.0%
Q4650799	2	'audio signal'@en	0.0%
Q46169	2	'national park'@en	0.0%
Q45296117	2	'aircraft type'@en	0.0%
Q4508	2	'navy'@en	0.0%
Q448801	2	'big district town'@en	0.0%
Q4442912	2	'capital of Russia'@en	0.0%
Q4421	2	'forest'@en	0.0%
Q44	2	'beer'@en	0.0%
Q4375074	2	'calendar era'@en	0.0%
Q4359230	2	'characters from James Bond series'@en	0.0%
Q43304311	2	'piano trio'@en	0.0%
Q43263	2	'federal subject of Russia'@en	0.0%
Q431102	2	'Live television'@en	0.0%
Q4303473	2	'morphine alkaloid'@en	0.0%
Q427523	2	'opioid'@en	0.0%
Q42621	2	'hybrid'@en	0.0%
Q42594143	2	'Mayan deity'@en	0.0%
Q42523	2	'atoll'@en	0.0%
Q42402646	2	'Märchen'@en	0.0%
Q42336871	2	'crowdfunding platform'@en	0.0%
Q42303753	2	'designated intractable/rare diseases'@en	0.0%
Q4220920	2	'filmmaking occupation'@en	0.0%
Q4193029	2	'zodiacal constellation'@en	0.0%
Q41795373	2	'redistribution market'@en	0.0%
Q4178700	2	'theologoumenon'@en	0.0%
Q41595400	2	'mind game'@en	0.0%
Q414147	2	'academy of sciences'@en	0.0%
Q41397	2	'genocide'@en	0.0%
Q41362222	2	'type of map'@en	0.0%
Q4117139	2	'biological database'@en	0.0%
Q41069186	2	'power sequence'@en	0.0%
Q40953	2	'prayer'@en	0.0%
Q40867	2	'poison'@en	0.0%
Q407595	2	'metabolite'@en	0.0%
Q403523	2	'system'@en	0.0%
Q40237	2	'Golden Raspberry Awards'@en	0.0%
Q40024	2	'Satellite Awards'@en	0.0%
Q3977918	2	'mineral supergroup'@en	0.0%
Q39725049	2	'type of publication'@en	0.0%
Q3955369	2	'sensation'@en	0.0%
Q3953107	2	'logographic writing system'@en	0.0%
Q391414	2	'architectural element'@en	0.0%
Q391009	2	'Catholic order'@en	0.0%
Q390580	2	'Serbia in the Eurovision Song Contest'@en	0.0%
Q3879425	2	'stella octangula number'@en	0.0%
Q385853	2	'de facto standard'@en	0.0%
Q3832952	2	'musical language'@en	0.0%
Q382780	2	'Nandi Awards'@en	0.0%
Q381885	2	'tomb'@en	0.0%
Q3815189	2	'musical hoax'@en	0.0%
Q37947496	2	'sixth power'@en	0.0%
Q378907	2	'ace'@en	0.0%
Q376	2	'clock'@en	0.0%
Q3736076	2	'biological function'@en	0.0%
Q37110	2	'pharaoh'@en	0.0%
Q37045	2	'markup language'@en	0.0%
Q3702971	2	'personal data'@en	0.0%
Q3685476	2	'abolished municipality in Italy'@en	0.0%
Q36784	2	'region of France'@en	0.0%
Q367293	2	'convention'@en	0.0%
Q36484	2	'conjunction'@en	0.0%
Q359414	2	'open-air concert'@en	0.0%
Q358078	2	'street network'@en	0.0%
Q3579158	2	'board game publishing company'@en	0.0%
Q35760	2	'essay'@en	0.0%
Q35718073	2	'nation in the Eurovision Song Contest'@en	0.0%
Q3556889	2	'municipality of El Salvador'@en	0.0%
Q355304	2	'watercourse'@en	0.0%
Q35509	2	'cave'@en	0.0%
Q3550873	2	'unit of information'@en	0.0%
Q3546112	2	'Types of insurance contracts'@en	0.0%
Q3534390	2	'Janya raga'@en	0.0%
Q3533467	2	'group action'@en	0.0%
Q353163	2	'promotion'@en	0.0%
Q350895	2	'abandoned village'@en	0.0%
Q3504248	2	'inner planet of the Solar System'@en	0.0%
Q3491832	2	'review aggregator'@en	0.0%
Q3455524	2	'administrative region'@en	0.0%
Q34508	2	'video recording'@en	0.0%
Q34394	2	'belief'@en	0.0%
Q3437096	2	'house band'@en	0.0%
Q343566	2	'action figure'@en	0.0%
Q3408995	2	'prelude and fugue'@en	0.0%
Q3408368	2	'form of address in the United Kingdom'@en	0.0%
Q339062	2	'decomposition'@en	0.0%
Q33742	2	'natural language'@en	0.0%
Q336473	2	'aid agency'@en	0.0%
Q33628585	2	'joke cycle'@en	0.0%
Q3354534	2	'opera'@en	0.0%
Q33513999	2	'mythological island'@en	0.0%
Q3342913	2	'Basque family name'@en	0.0%
Q3326867	2	'painting movement'@en	0.0%
Q332589	2	'Israel in the Eurovision Song Contest'@en	0.0%
Q331769	2	'mood'@en	0.0%
Q3314483	2	'fruit'@en	0.0%
Q328468	2	'Nazi concentration camp'@en	0.0%
Q327968	2	'facial expression'@en	0.0%
Q325944	2	'texture'@en	0.0%
Q3257782	2	'locution'@en	0.0%
Q3246109	2	'derby'@en	0.0%
Q3244175	2	'tabletop game'@en	0.0%
Q322948	2	'subscription'@en	0.0%
Q321839	2	'agreement'@en	0.0%
Q3193890	2	'environmental disaster'@en	0.0%
Q3192808	2	'commune of Madagascar'@en	0.0%
Q31838711	2	'music distributor'@en	0.0%
Q3150005	2	'legal instrument'@en	0.0%
Q314676	2	'notifiable disease'@en	0.0%
Q312468	2	'series'@en	0.0%
Q312466	2	'utility software'@en	0.0%
Q309066	2	'Glastonbury Festival'@en	0.0%
Q30892994	2	'physiological process'@en	0.0%
Q30849	2	'blog'@en	0.0%
Q30301495	2	'legendary bird'@en	0.0%
Q3010392	2	'Olympic Games ceremony'@en	0.0%
Q30061417	2	'vampire in a work of fiction'@en	0.0%
