class	count	class;label
Q62078547	3	'public research university'@en
Q62019336	3	'remix EP'@en
Q619610	3	'social state'@en
Q613142	3	'law firm'@en
Q60680430	3	'branch of psychology'@en
Q602884	3	'social phenomenon'@en
Q60031086	3	'branch of pseudoscience'@en
Q59847891	3	'digital promotional single'@en
Q59773381	3	'automobile model series'@en
Q59544	3	'intangible cultural heritage'@en
Q59152282	3	'video streaming service'@en
Q58927801	3	'ethical theory'@en
Q5891	3	'philosophy'@en
Q58778	3	'system'@en
Q58210857	3	'record pressing plant'@en
Q581450	3	'fallen angel'@en
Q57812611	3	'captive mammal'@en
Q578	3	'century'@en
Q56256173	3	'class of chemical compounds with similar applications or functions'@en
Q562061	3	'market municipality'@en
Q559856	3	'online video platform'@en
Q558325	3	'bootleg recording'@en
Q55427774	3	'male reproductive toxicant'@en
Q55387456	3	'aesthetic concept'@en
Q552345	3	'insignia'@en
Q55215251	3	'medical test type'@en
Q550596	3	'Vocaloid'@en
Q5419285	3	'examination board'@en
Q53759838	3	'music archive'@en
Q5256141	3	'demogroup'@en
Q5255892	3	'democratic republic'@en
Q5171053	3	'corn exchange'@en
Q5058355	3	'cellular component'@en
Q50418254	3	'outdoor concert venue'@en
Q503354	3	'Christmas carol'@en
Q50068795	3	'historical Chinese state'@en
Q4946461	3	'spa town'@en
Q4863056	3	'Baroque orchestra'@en
Q484416	3	'caste'@en
Q483453	3	'fountain'@en
Q4823517	3	'big thing in Australia'@en
Q482	3	'poetry'@en
Q477544	3	'new religious movement'@en
Q47728	3	'hobby'@en
Q47103999	3	'type of statistic'@en
Q467717	3	'racemate'@en
Q45971958	3	'performing arts genre'@en
Q4588528	3	'holy place'@en
Q45594	3	'greeting'@en
Q45382	3	'coup d\'état'@en
Q4498974	3	'ice hockey team'@en
Q4485156	3	'software feature'@en
Q44782	3	'port'@en
Q44613	3	'monastery'@en
Q44539	3	'temple'@en
Q4438121	3	'sports organization'@en
Q4436935	3	'Slavic deity'@en
Q43747	3	'Internet slang'@en
Q4373292	3	'physical property'@en
Q4366834	3	'transboundary river'@en
Q43577	3	'cat breed'@en
Q4349921	3	'first human'@en
Q430295	3	'Hungary in the Eurovision Song Contest'@en
Q429785	3	'poster'@en
Q42889	3	'vehicle'@en
Q42855995	3	'fabricator'@en
Q42298422	3	'slang term'@en
Q4229812	3	'commune of Moldova'@en
Q4209223	3	'Rechtsstaat'@en
Q4182287	3	'web search engine'@en
Q417841	3	'protein family'@en
Q41172303	3	'core concept'@en
Q41068772	3	'power of 1000'@en
Q4070702	3	'literary archetype'@en
Q40686289	3	'song component'@en
Q4026292	3	'action'@en
Q39804	3	'cruise ship'@en
Q3958441	3	'economic sector'@en
Q392928	3	'geological period'@en
Q386208	3	'mascot character'@en
Q376431	3	'color term'@en
Q376346	3	'web color'@en
Q371174	3	'gesture'@en
Q36834	3	'composer'@en
Q3656924	3	'fictional detective'@en
Q3647172	3	'unit of mass'@en
Q3590573	3	'game of chance'@en
Q3517779	3	'liturgical season'@en
Q3516833	3	'animation technique'@en
Q349	3	'sport'@en
Q3477381	3	'automotive supplier'@en
Q34760007	3	'mythological ship'@en
Q34038	3	'waterfall'@en
Q3392263	3	'Rules of Chess'@en
Q33125444	3	'character from Star Wars'@en
Q33104129	3	'sociological concept'@en
Q3239681	3	'scientific theory'@en
Q3199915	3	'massacre'@en
Q31338769	3	'alternative medical treatment'@en
Q30592710	3	'interview disc'@en
Q3059255	3	'Greek sea god'@en
Q3027575	3	'Potamoi'@en
Q30014	3	'outer planet'@en
Q2990593	3	'behavior'@en
Q2985549	3	'mononymous person'@en
Q29791211	3	'sport in a geographic region'@en
Q2915955	3	'philosophical movement'@en
Q29154550	3	'verse of the Bible'@en
Q29048322	3	'vehicle model'@en
Q290460	3	'Orisha'@en
Q288514	3	'fair'@en
Q28061934	3	'couple of mythological Greek characters'@en
Q27949697	3	'Wikibase reason for deprecated rank'@en
Q2785216	3	'municipality section'@en
Q2775969	3	'fictional planet'@en
Q2772772	3	'military museum'@en
Q27598544	3	'anthropomorphic object'@en
Q2746884	3	'national research and education network'@en
Q273339	3	'Bulgaria in the Eurovision Song Contest'@en
Q271669	3	'landform'@en
Q27120684	3	'fictional cat'@en
Q2708903	3	'pentagonal pyramidal number'@en
Q2702442	3	'nonagonal number'@en
Q26907166	3	'temporal entity'@en
Q26895936	3	'American football team season'@en
Q2659904	3	'government organization'@en
Q265868	3	'bone'@en
Q26388	3	'phase of the moon'@en
Q2628882	3	'legal status'@en
Q26214208	3	'set of mythological Greek characters'@en
Q261434	3	'fight song'@en
Q25178247	3	'professional wrestling stable'@en
Q2509255	3	'Song of Ascents'@en
Q24992028	3	'musical series'@en
Q24706	3	'Japanese era name'@en
Q245596	3	'cycle'@en
Q24534061	3	'Norse mythical humanoid race'@en
Q245016	3	'military base'@en
Q24286894	3	'fictional humanoid species'@en
Q24074280	3	'noble family name'@en
Q23905069	3	'military unit type class'@en
Q2367225	3	'university and college sports club'@en
Q23384401	3	'Islamic term'@en
Q231002	3	'nationality'@en
Q2302678	3	'clarinet concerto'@en
Q2284298	3	'paleocontinent'@en
Q22813672	3	'two biblical humans'@en
Q22808404	3	'station located on surface'@en
Q22808403	3	'station located underground'@en
Q2267870	3	'independent community'@en
Q22676729	3	'time by area'@en
Q2232001	3	'show cave'@en
Q221295	3	'Russia in the Eurovision Song Contest'@en
Q220659	3	'archaeological artifact'@en
Q217438	3	'demonym'@en
Q21684377	3	'unit without standard conversion to SI'@en
Q216759	3	'Iceland in the Eurovision Song Contest'@en
Q21664088	3	'two-part episode'@en
Q2154519	3	'astrophysical X-ray source'@en
Q214339	3	'role'@en
Q214183	3	'secret police'@en
Q213924	3	'codex'@en
Q212458	3	'Belarus in the Eurovision Song Contest'@en
Q211503	3	'clan'@en
Q21092339	3	'mathematical symbol'@en
Q21073024	3	'flammable solid'@en
Q20857065	3	'United States federal agency'@en
Q2083910	3	'vegetation zone'@en
Q20825628	3	'GNU package'@en
Q207645	3	'military tactics'@en
Q207320	3	'paramilitary'@en
Q2061246	3	'music library'@en
Q205555	3	'feeling'@en
Q204577	3	'schooner'@en
Q20437094	3	'installation artwork'@en
Q201662	3	'alter ego'@en
Q20127274	3	'certain aspects of a person\'s life'@en
Q20088085	3	'dictionary page in Wikipedia'@en
Q20087698	3	'comic genre'@en
Q20011319	3	'plant structure'@en
Q19967801	3	'online service'@en
Q1993334	3	'interpreted language'@en
Q19832242	3	'singing duo'@en
Q1968403	3	'post town'@en
Q1966910	3	'national academy'@en
Q19610271	3	'literary term'@en
Q1955150	3	'musical instrument maker'@en
Q1938208	3	'legal institution'@en
Q193395	3	'recording medium'@en
Q19314966	3	'theatre comedy group'@en
Q19307174	3	'digital distribution platform'@en
Q192287	3	'subdivisions of Russia'@en
Q190900	3	'centered square number'@en
Q190890	3	'centered triangular number'@en
Q190	3	'God'@en
Q18972245	3	'male family name'@en
Q188725	3	'ligature'@en
Q18812548	3	'campaign'@en
Q18811582	3	'fraternity'@en
Q18511725	3	'market town'@en
Q184973	3	'internet radio'@en
Q183484	3	'graphics processing unit'@en
Q183366	3	'territory'@en
Q183342	3	'federal city of Russia'@en
Q18225059	3	'Italian theater'@en
Q182133	3	'syllabary'@en
Q18105680	3	'Cirque du Soleil show'@en
Q18089617	3	'clay animation film'@en
Q1797194	3	'arts district'@en
Q179700	3	'statue'@en
Q1792374	3	'aerobatic team'@en
Q1792372	3	'character'@en
Q179049	3	'nature reserve'@en
Q17851193	3	'opera cycle'@en
Q1780389	3	'special municipality association of Germany'@en
Q1778821	3	'cuisine'@en
Q17781690	3	'anatomical region'@en
Q1777205	3	'Jewish prayer'@en
Q177691	3	'grammatical tense'@en
Q17624054	3	'fictional deity'@en
Q1752939	3	'independent agency of the United States government'@en
Q1751626	3	'theatre festival'@en
Q17351671	3	'work based on The Smurfs'@en
Q173253	3	'sense'@en
Q17232649	3	'news website'@en
Q17149090	3	'armed organization'@en
Q170406	3	'rhythm'@en
Q170156	3	'confederation'@en
Q170087	3	'folk high school'@en
Q16895642	3	'philosophical school'@en
Q16874643	3	'legal term'@en
Q16861376	3	'military casualty classification'@en
Q16858648	3	'centered pentachoric number'@en
Q16782623	3	'English unit of measurement'@en
Q167772	3	'digital container format'@en
Q16639010	3	'hand gesture'@en
Q16553805	3	'crosses in heraldry'@en
Q16521098	3	'Norse mythical object'@en
Q164950	3	'dynasty'@en
Q1643932	3	'tabletop role-playing game'@en
Q1639634	3	'Local Government Area in Nigeria'@en
Q16335899	3	'watercraft type'@en
Q1631129	3	'hotel chain'@en
Q161387	3	'kibbutz'@en
Q16124843	3	'Municipalities of Libya'@en
Q161179	3	'pigment'@en
Q15989253	3	'part'@en
Q15961983	3	'radio genre'@en
Q159535	3	'conspiracy theory'@en
Q1589528	3	'centered octagonal number'@en
Q15731648	3	'fictional food'@en
Q15702752	3	'fictional species of animal'@en
Q15647906	3	'city of Portugal'@en
Q15642541	3	'human-geographic territorial entity'@en
Q156351	3	'cliché'@en
Q15634554	3	'state with limited recognition'@en
Q15630849	3	'village of Bulgaria'@en
Q15627509	3	'military organization'@en
Q154365	3	'underworld'@en
Q1530705	3	'village development committee of Nepal'@en
Q15265344	3	'broadcaster'@en
Q15220419	3	'word game'@en
Q15177520	3	'literary topos'@en
Q15149663	3	'state of Mexico'@en
Q1497364	3	'building complex'@en
Q149621	3	'district'@en
Q14897293	3	'fictional entity'@en
Q1484397	3	'talent show'@en
Q14839548	3	'minor locality in Sweden'@en
Q14831768	3	'mutate'@en
Q147538	3	'soft drink'@en
Q14752696	3	'ancient Roman structure'@en
Q14623351	3	'radio series'@en
Q1439691	3	'photographic technique'@en
Q14390354	3	'centered octahedral number'@en
Q1433061	3	'Internet exchange point'@en
Q1411242	3	'vice'@en
Q1407245	3	'entertainment television show'@en
Q1403502	3	'pentatope number'@en
Q138796	3	'resistance movement'@en
Q1387659	3	'school of thought'@en
Q1387388	3	'mythical hybrid'@en
Q13823786	3	'icosahedral number'@en
Q1368898	3	'game of skill'@en
Q13582682	3	'classification'@en
Q134830	3	'prefix'@en
Q13393265	3	'basketball team'@en
Q133492	3	'letter'@en
Q133215	3	'casino'@en
Q1326966	3	'honorific'@en
Q132364	3	'communication protocol'@en
Q1322005	3	'natural phenomenon'@en
Q1318941	3	'stage race'@en
Q131841	3	'idea'@en
Q131714	3	'archetype'@en
Q131681	3	'reservoir'@en
Q131647	3	'medal'@en
Q13107770	3	'archipelagic state'@en
Q13027888	3	'baseball team'@en
Q129264	3	'phantom island'@en
Q1289426	3	'county of China'@en
Q12786684	3	'Cantor number'@en
Q127843	3	'pen name'@en
Q1266818	3	'independent city'@en
Q12570	3	'suspension bridge'@en
Q1254933	3	'astronomical observatory'@en
Q124757	3	'riot'@en
Q12404340	3	'biblical place'@en
Q12340140	3	'weekly magazine'@en
Q1229071	3	'motif'@en
Q12160552	3	'theonym'@en
Q12143	3	'time zone'@en
Q12139612	3	'list'@en
Q1208802	3	'direct-controlled municipality'@en
Q1188223	3	'dance hall'@en
Q117850	3	'doctrine'@en
Q11780435	3	'monthly magazine'@en
Q11696608	3	'aspect of music'@en
Q11691	3	'stock exchange'@en
Q11690026	3	'chansonnier'@en
Q11666901	3	'nominal kinship'@en
Q11606	3	'magic number'@en
Q1151733	3	'baseball position'@en
Q11499334	3	'religious doctrine'@en
Q1147354	3	'sequence'@en
Q11432	3	'gas'@en
Q11426	3	'metal'@en
Q11424100	3	'status'@en
Q11416	3	'gambling'@en
Q1136601	3	'unitary authority area in England'@en
Q1127126	3	'military alliance'@en
Q1126006	3	'public broadcaster'@en
Q111425780	3	'Concert tour of Florence and the Machine'@en
Q1107656	3	'garden'@en
Q110436128	3	'zoo animal'@en
Q110403031	3	'knowledge type'@en
Q110401282	3	'type of world view'@en
Q1103699	3	'Fibonacci prime'@en
Q109682310	3	'narrative role'@en
Q109659781	3	'music production technique'@en
Q108462987	3	'informal legal terminology'@en
Q108424578	3	'Idol group'@en
Q1084	3	'noun'@en
Q108329096	3	'art genre by arts form'@en
Q108225947	3	'audio track attribute'@en
Q1081248	3	'dodecagonal number'@en
Q107467117	3	'type of award'@en
Q107425	3	'landscape'@en
Q10742	3	'autonomous community of Spain'@en
Q106393147	3	'television opera'@en
Q106368691	3	'minstrel troupe'@en
Q1062404	3	'artist\'s book'@en
Q10617810	3	'punctuation mark'@en
Q1061197	3	'radio network'@en
Q1061151	3	'massif'@en
Q106043376	3	'music release type'@en
Q105690751	3	'Wikimedia list of musical works by musical form (P7937)'@en
Q105593003	3	'performing arts award'@en
Q1049757	3	'multi-purpose stadium'@en
Q1048314	3	'human hair color'@en
Q104640199	3	'original anime'@en
Q104117291	3	'region of Spain'@en
Q1040689	3	'synonym'@en
Q103907369	3	'biogenic substance type'@en
Q103495	3	'world war'@en
Q10338607	3	'Mersenne number'@en
Q1021711	3	'seaside resort'@en
Q100906234	3	'multinational military coalition'@en
Q996839	2	'fraternal organization'@en
Q995347	2	'Christian movement'@en
Q98961713	2	'extinct taxon'@en
Q98456412	2	'school accreditor'@en
Q98449544	2	'suburban community in the United States'@en
Q978	2	'meme'@en
Q967999	2	'heptagonal number'@en
Q967098	2	'grammar school'@en
Q96474685	2	'award for best original music'@en
Q96273743	2	'type of test'@en
Q951293	2	'Woodall number'@en
Q949616	2	'telephone prefix'@en
Q943929	2	'traditional folk song'@en
Q943260	2	'foreign policy doctrine'@en
Q9418	2	'psychology'@en
Q940462	2	'music hall'@en
Q940343	2	'centered heptagonal number'@en
Q933870	2	'torture instrument'@en
Q93249	2	'antivirus software'@en
Q930680	2	'Premio Lo Nuestro'@en
Q9262	2	'asterism'@en
Q917146	2	'moshav'@en
Q910252	2	'United States federal executive department'@en
Q907492	2	'clapping game'@en
Q907116	2	'National monument of Spain'@en
Q902638	2	'excipient'@en
Q901597	2	'public holidays in Canada'@en
Q898987	2	'separation process'@en
Q898675	2	'Eisenstein prime'@en
Q891854	2	'bomb attack'@en
Q88865447	2	'undifferentiated kana surname'@en
Q88552181	2	'anthropomorphic dog'@en
Q88205	2	'castrum'@en
Q88173204	2	'flag day in Finland'@en
Q878099	2	'Greek primordial deity'@en
Q876459	2	'equine coat color'@en
Q874405	2	'social group'@en
Q873000	2	'canzone'@en
Q872181	2	'scouting'@en
Q87075524	2	'health risk'@en
Q86860	2	'Bible translation'@en
Q866196	2	'episcopal see'@en
Q859563	2	'secular state'@en
Q857351	2	'International Chopin Piano Competition'@en
Q856584	2	'library building'@en
Q849778	2	'radical'@en
Q84752530	2	'eighth power'@en
Q847027	2	'grande école'@en
Q846662	2	'game show'@en
Q845620	2	'mobile browser'@en
Q8432	2	'civilization'@en
Q8424	2	'aerodynamics'@en
Q842345	2	'Swords (tarot)'@en
Q842112	2	'socialist state'@en
Q841654	2	'competition'@en
Q841154	2	'plot device'@en
Q840676	2	'fourth power'@en
Q840396	2	'ideal'@en
Q839470	2	'sacred language'@en
Q83856136	2	'legal position'@en
Q838296	2	'international auxiliary language'@en
Q8366	2	'algorithm'@en
Q83365347	2	'definitely endangered language'@en
Q83178864	2	'microphone model'@en
Q831698	2	'drum machine'@en
Q83057	2	'region of Belgium'@en
Q82673	2	'conservation status'@en
Q82550	2	'buzzword'@en
Q822146	2	'lyricist'@en
Q821435	2	'borough of Berlin'@en
Q820254	2	'mining community'@en
Q81752537	2	'professorship'@en
Q816829	2	'periodization'@en
Q815823	2	'business model'@en
Q81391454	2	'theatre by country or region'@en
Q81163	2	'polymer'@en
Q811165	2	'architectural heritage monument'@en
Q8091	2	'grammar'@en
Q80793969	2	'ranked list'@en
Q806824	2	'bank robbery'@en
Q8024923	2	'wine color'@en
Q8016240	2	'trial'@en
Q79782	2	'motion'@en
Q78987	2	'electric guitar'@en
Q785653	2	'Jungian archetype'@en
Q7840353	2	'federally recognized Native American tribe in the United States'@en
Q7819319	2	'Czech municipality with expanded powers'@en
Q781549	2	'megachurch'@en
Q7814330	2	'toll bridge'@en
Q7777570	2	'theatrical production'@en
Q777120	2	'borough of Pennsylvania'@en
Q775842	2	'desire'@en
Q773944	2	'fandom'@en
Q773668	2	'open-access journal'@en
Q77080538	2	'video game term'@en
Q7631958	2	'subregion'@en
Q762548	2	'chocolaterie'@en
Q76212517	2	'café chain'@en
Q7578130	2	'Spiritual philosophy'@en
Q756820	2	'cult'@en
Q754897	2	'epoch'@en
Q754831	2	'palindromic number'@en
Q748289	2	'tribute'@en
Q748198	2	'gay village'@en
Q748149	2	'prefecture-level city'@en
Q747957	2	'stack'@en
Q747883	2	'physical activity'@en
Q747381	2	'light novel'@en
Q74359	2	'Hobbit'@en
Q7406919	2	'service'@en
Q740326	2	'water park'@en
Q738570	2	'central business district'@en
Q738377	2	'student newspaper'@en
Q7362268	2	'Roman amphitheatre'@en
Q73364223	2	'society journal'@en
Q732717	2	'law enforcement agency'@en
Q732577	2	'publication'@en
Q7315176	2	'research program'@en
Q7315155	2	'research center'@en
Q7256338	2	'psychoanalytic theory'@en
Q7239036	2	'prayer in the New Testament'@en
Q723570	2	'Turkey in the Eurovision Song Contest'@en
Q719645	2	'CD single'@en
Q7189713	2	'physiological condition'@en
Q716676	2	'class of computers'@en
Q713623	2	'clade'@en
Q71266741	2	'smartphone model series'@en
Q712378	2	'organ'@en
Q7075402	2	'obscene gesture'@en
Q69920471	2	'bandy team'@en
Q6979593	2	'national association football team'@en
Q694324	2	'misdemeanor'@en
Q6942562	2	'musical performance'@en
Q6942441	2	'music television'@en
Q6934877	2	'multiple-use name'@en
Q6912675	2	'Mormon literature'@en
Q690840	2	'district of Ethiopia'@en
Q690109	2	'branch of service'@en
Q685935	2	'trade magazine'@en
Q685309	2	'former municipality of Switzerland'@en
Q683111	2	'visual programming language'@en
Q682626	2	'audio file format'@en
Q679989	2	'complex'@en
Q679692	2	'biopharmaceutical'@en
Q67776928	2	'folk song collection'@en
Q676050	2	'old town'@en
Q673218	2	'fashion doll'@en
Q67187625	2	'Wikimedia list of persons by nationality (P27) and occupation (P166)'@en
Q67131048	2	'online lyrics database'@en
Q66745531	2	'language subsystem'@en
Q66739921	2	'chess term'@en
Q665247	2	'hypogeum'@en
Q66442954	2	'anthropomorphic rabbit or hare'@en
Q66374263	2	'religion of an area'@en
Q6619693	2	'fictional island'@en
Q66108498	2	'Wonder of the Ancient World'@en
Q6576792	2	'online community'@en
Q65757353	2	'transformation'@en
Q657449	2	'parade'@en
Q6567237	2	'Christmas gift-bringer'@en
Q655686	2	'commercial building'@en
Q6545185	2	'unique identifier'@en
Q65122124	2	'Buddhist deity'@en
Q651118	2	'hypostasis'@en
Q6498784	2	'mathematical expression'@en
Q6489113	2	'large burgh'@en
Q64689000	2	'testament'@en
Q64601	2	'scorewriter'@en
Q64581117	2	'booking agency'@en
Q6439708	2	'Kryptonian'@en
Q63982911	2	'type of museum'@en
Q63975020	2	'musical theatre character'@en
Q63959446	2	'fictional tower'@en
Q638185	2	'sphenic number'@en
Q6368	2	'web browser'@en
Q63245279	2	'magnetic pole of Earth'@en
Q63188683	2	'Christian religious occupation'@en
Q62933848	2	'military unit branch-type class'@en
Q6293	2	'photographic film'@en
Q628455	2	'rite'@en
Q628179	2	'trail'@en
Q62447	2	'aerodrome'@en
Q624025	2	'Sophie Germain prime'@en
Q623605	2	'gristmill'@en
Q622812	2	'talk show'@en
Q621184	2	'problem'@en
Q620749	2	'dogma'@en
Q61996437	2	'sports technique'@en
Q61915880	2	'obsolete medical term'@en
Q61881575	2	'Swedish noble family'@en
Q617945	2	'control character'@en
Q615150	2	'land-grant university'@en
Q61509	2	'travel'@en
Q614101	2	'heptalogy'@en
Q61297932	2	'neighborhood in Manhattan'@en
Q61283808	2	'Star Trek film'@en
Q612090	2	'Jewish surname'@en
Q61002	2	'pseudonym'@en
Q606977	2	'heptagonal pyramidal number'@en
Q60673395	2	'vehicle part'@en
Q604748	2	'responsory'@en
Q60469796	2	'religious symbol'@en
Q6046311	2	'interface standard'@en
Q602446	2	'lyrics'@en
Q59825918	2	'film theme'@en
Q5978012	2	'Christian eschatological view'@en
Q595523	2	'notion'@en
Q59264914	2	'transport megaproject'@en
Q5888666	2	'home rule municipality of Pennsylvania'@en
Q58854080	2	'fan frenzy'@en
Q58797186	2	'half-demon in a work of fiction'@en
Q5852411	2	'state of Australia'@en
Q58232557	2	'split single'@en
Q582093	2	'antiphon'@en
Q5773747	2	'historic house'@en
Q576639	2	'essentially contested concept'@en
Q5737899	2	'hereditary title'@en
Q573573	2	'abstract strategy game'@en
Q57318	2	'free imperial city'@en
Q573	2	'day'@en
Q5725005	2	'mechanical property of materials'@en
Q56815734	2	'psychopathological syndrome'@en
Q56599584	2	'promotional single'@en
Q56561357	2	'fictional criminal organization'@en
Q5641611	2	'half-giant in a work of fiction'@en
Q56256086	2	'group of chemical compounds'@en
Q56242250	2	'Anglican or episcopal cathedral'@en
Q56242215	2	'Catholic cathedral'@en
Q56226913	2	'surname prefixed with Fitz'@en
Q56195017	2	'circus building'@en
Q56139	2	'Liquor'@en
Q56043481	2	'metaphysical concept'@en
Q55990535	2	'computer model'@en
Q558330	2	'municipality of Cuba'@en
Q55740544	2	'CGI character'@en
Q555937	2	'tidal island'@en
Q5551966	2	'phraseme'@en
Q55491	2	'underground railway station'@en
Q55485	2	'dead-end station'@en
Q55448359	2	'strain of cannabis'@en
Q55440238	2	'city in Alberta'@en
Q55214844	2	'medical procedure type'@en
Q55097243	2	'defunct organization'@en
Q5503	2	'rapid transit'@en
Q54935786	2	'medium district town'@en
Q54934129	2	'African-American museum'@en
Q5464477	2	'folk saint'@en
Q546113	2	'public policy'@en
Q54114	2	'boulevard'@en
Q53665230	2	'cultural impact'@en
Q5357459	2	'Electric Picnic'@en
Q53536964	2	'royal palace'@en
Q53062420	2	'nation in the Junior Eurovision Song Contest'@en
Q5303685	2	'doxastic attitude'@en
Q527395	2	'knot'@en
Q5225895	2	'public limited company'@en
Q521987	2	'Korean idol'@en
Q52110228	2	'geopolitical group'@en
Q519630	2	'South African township'@en
Q518261	2	'cultural area'@en
Q5174137	2	'cosmic entity'@en
Q51632	2	'parable of Jesus'@en
Q5116768	2	'church hall'@en
Q51167626	2	'gay dance club'@en
Q511355	2	'television studio'@en
Q51049922	2	'village in Estonia'@en
Q5100854	2	'Chinese orchestra'@en
Q5098	2	'province of Indonesia'@en
Q506883	2	'free and open-source software'@en
Q506680	2	'endemic disease'@en
Q504514	2	'accompaniment'@en
Q50386450	2	'operatic character'@en
Q503186	2	'yōkai'@en
Q501390	2	'name calling'@en
Q501174	2	'dayparting'@en
Q4991371	2	'soldier'@en
Q49848	2	'document'@en
Q49703	2	'sacrament'@en
Q4942158	2	'gymnastic element'@en
Q49371	2	'legislation'@en
Q490329	2	'dong of South Korea'@en
Q488383	2	'object'@en
Q48748864	2	'Corporation'@en
Q483677	2	'pseudoscience'@en
Q4833830	2	'preposition'@en
Q483372	2	'paradox'@en
Q483242	2	'laboratory'@en
Q4818719	2	'attributes of God in Christianity'@en
Q481289	2	'official residence'@en
Q47928	2	'circus'@en
Q4762337	2	'Angel of the Presence'@en
Q47502370	2	'walk of fame'@en
Q46622	2	'controlled-access highway'@en
Q465613	2	'people\'s republic'@en
Q4650799	2	'audio signal'@en
Q46169	2	'national park'@en
Q45296117	2	'aircraft type'@en
Q4508	2	'navy'@en
Q448801	2	'big district town'@en
Q4442912	2	'capital of Russia'@en
Q4421	2	'forest'@en
Q44	2	'beer'@en
Q4375074	2	'calendar era'@en
Q4359230	2	'characters from James Bond series'@en
Q43304311	2	'piano trio'@en
Q43263	2	'federal subject of Russia'@en
Q431102	2	'Live television'@en
Q4303473	2	'morphine alkaloid'@en
Q427523	2	'opioid'@en
Q42621	2	'hybrid'@en
Q42594143	2	'Mayan deity'@en
Q42523	2	'atoll'@en
Q42402646	2	'Märchen'@en
Q42336871	2	'crowdfunding platform'@en
Q42303753	2	'designated intractable/rare diseases'@en
Q4220920	2	'filmmaking occupation'@en
Q4193029	2	'zodiacal constellation'@en
Q41795373	2	'redistribution market'@en
Q4178700	2	'theologoumenon'@en
Q41595400	2	'mind game'@en
Q414147	2	'academy of sciences'@en
Q41397	2	'genocide'@en
Q41362222	2	'type of map'@en
Q4117139	2	'biological database'@en
Q41069186	2	'power sequence'@en
Q40953	2	'prayer'@en
Q40867	2	'poison'@en
Q407595	2	'metabolite'@en
Q403523	2	'system'@en
Q40237	2	'Golden Raspberry Awards'@en
Q40024	2	'Satellite Awards'@en
Q3977918	2	'mineral supergroup'@en
Q39725049	2	'type of publication'@en
Q3955369	2	'sensation'@en
Q3953107	2	'logographic writing system'@en
Q391414	2	'architectural element'@en
Q391009	2	'Catholic order'@en
Q390580	2	'Serbia in the Eurovision Song Contest'@en
Q3879425	2	'stella octangula number'@en
Q385853	2	'de facto standard'@en
Q3832952	2	'musical language'@en
Q382780	2	'Nandi Awards'@en
Q381885	2	'tomb'@en
Q3815189	2	'musical hoax'@en
Q37947496	2	'sixth power'@en
Q378907	2	'ace'@en
Q376	2	'clock'@en
Q3736076	2	'biological function'@en
Q37110	2	'pharaoh'@en
Q37045	2	'markup language'@en
Q3702971	2	'personal data'@en
Q3685476	2	'abolished municipality in Italy'@en
Q36784	2	'region of France'@en
Q367293	2	'convention'@en
Q36484	2	'conjunction'@en
Q359414	2	'open-air concert'@en
Q358078	2	'street network'@en
Q3579158	2	'board game publishing company'@en
Q35760	2	'essay'@en
Q35718073	2	'nation in the Eurovision Song Contest'@en
Q3556889	2	'municipality of El Salvador'@en
Q355304	2	'watercourse'@en
Q35509	2	'cave'@en
Q3550873	2	'unit of information'@en
Q3546112	2	'Types of insurance contracts'@en
Q3534390	2	'Janya raga'@en
Q3533467	2	'group action'@en
Q353163	2	'promotion'@en
Q350895	2	'abandoned village'@en
Q3504248	2	'inner planet of the Solar System'@en
Q3491832	2	'review aggregator'@en
Q3455524	2	'administrative region'@en
Q34508	2	'video recording'@en
Q34394	2	'belief'@en
Q3437096	2	'house band'@en
Q343566	2	'action figure'@en
Q3408995	2	'prelude and fugue'@en
Q3408368	2	'form of address in the United Kingdom'@en
Q339062	2	'decomposition'@en
Q33742	2	'natural language'@en
Q336473	2	'aid agency'@en
Q33628585	2	'joke cycle'@en
Q3354534	2	'opera'@en
Q33513999	2	'mythological island'@en
Q3342913	2	'Basque family name'@en
Q3326867	2	'painting movement'@en
Q332589	2	'Israel in the Eurovision Song Contest'@en
Q331769	2	'mood'@en
Q3314483	2	'fruit'@en
Q328468	2	'Nazi concentration camp'@en
Q327968	2	'facial expression'@en
Q325944	2	'texture'@en
Q3257782	2	'locution'@en
Q3246109	2	'derby'@en
Q3244175	2	'tabletop game'@en
Q322948	2	'subscription'@en
Q321839	2	'agreement'@en
Q3193890	2	'environmental disaster'@en
Q3192808	2	'commune of Madagascar'@en
Q31838711	2	'music distributor'@en
Q3150005	2	'legal instrument'@en
Q314676	2	'notifiable disease'@en
Q312468	2	'series'@en
Q312466	2	'utility software'@en
Q309066	2	'Glastonbury Festival'@en
Q30892994	2	'physiological process'@en
Q30849	2	'blog'@en
Q30301495	2	'legendary bird'@en
Q3010392	2	'Olympic Games ceremony'@en
Q30061417	2	'vampire in a work of fiction'@en
Q30061294	2	'supernatural being in a work of fiction'@en
Q30028999	2	'practice'@en
Q2995263	2	'motorcycle component'@en
Q29918292	2	'cultural organization'@en
Q29788158	2	'award for best newcomer'@en
Q2974552	2	'city in New Jersey'@en
Q2973801	2	'fortified line'@en
Q29654714	2	'national motto'@en
Q29441572	2	'heptad'@en
Q294414	2	'public office'@en
Q2920592	2	'binary opposition'@en
Q2912397	2	'single-day road race'@en
Q2908004	2	'powder'@en
Q28922885	2	'procedural programming language'@en
Q28920052	2	'non-negative integer'@en
Q28807042	2	'game variant'@en
